lowest_trade_price_next4,time_to_lowest_trade_sec
0.35,191.0
0.06,165.0
0.06,201.0
0.72,21.0
0.45,15.0
0.3,15.0
0.47,225.0
0.3298684210526316,133.0
0.3,11.0
0.1,53.0
0.61,11.0
0.34,197.0
0.13,55.0
0.2,23.0
0.51,5.0
0.4,239.0
0.5539407881576315,39.0
0.39,7.0
0.27,65.0
0.26,125.0
0.4,7.0
0.3,113.0
0.53,1.0
0.65,3.0
0.5379712937096619,7.0
0.61,3.0
0.5,61.0
0.48,5.0
0.5678113066964702,73.0
0.1639920159680638,91.0
0.3,97.0
0.38,61.0
0.33,5.0
0.35,87.0
0.08,125.0
0.6,7.0
0.49,15.0
0.59,21.0
0.51,7.0
0.59,21.0
0.4022035881435257,79.0
0.27,219.0
0.62,23.0
0.51,23.0
0.62,7.0
0.5,5.0
0.38,19.0
0.49,49.0
0.61,119.0
0.43,9.0
0.44,7.0
0.66,71.0
0.85,3.0
0.51,3.0
0.3313364485981308,5.0
0.15,195.0
0.4560277275467149,165.0
0.25,47.0
0.67,19.0
0.34,209.0
0.63,5.0
0.83,3.0
0.56,107.0
0.5561952026468155,73.0
0.18,143.0
0.59,65.0
0.41,109.0
0.5,137.0
0.43,71.0
0.56,3.0
0.15,239.0
0.55,9.0
0.5,5.0
0.76,11.0
0.09,133.0
0.64,1.0
0.47,13.0
0.64,1.0
0.78,11.0
0.28,13.0
0.38,5.0
0.82,9.0
0.02,155.0
0.58,97.0
0.05,171.0
0.1,147.0
0.1602531882619524,235.0
0.148720316224616,151.0
0.57,65.0
0.3443881716870793,115.0
0.45,9.0
0.26,95.0
0.61,85.0
0.3525,219.0
0.5545765515899083,11.0
0.49,1.0
0.5,5.0
0.73,1.0
0.26,91.0
0.36,179.0
0.51,1.0
0.08,157.0
0.48,7.0
0.05,179.0
0.37,121.0
0.3,83.0
0.2,75.0
0.1442167530224525,195.0
0.28,33.0
0.09,191.0
0.2105240765809321,133.0
0.5,5.0
0.29,1.0
0.4,109.0
0.4,99.0
0.1,141.0
0.58,25.0
0.28,103.0
0.53,1.0
0.4,137.0
0.3236445154757402,55.0
0.13,157.0
0.1,161.0
0.33,11.0
0.27,39.0
0.5,33.0
0.55,3.0
0.33,119.0
0.34,7.0
0.3966529290550485,145.0
0.45,1.0
0.22,35.0
0.63,231.0
0.56,107.0
0.31,43.0
0.47,1.0
0.45,107.0
0.34,79.0
0.48,131.0
0.153440405748098,207.0
0.38,45.0
0.36,193.0
0.31,67.0
0.48,53.0
0.2,125.0
0.4656699029126213,205.0
0.11,225.0
0.56,81.0
0.0814794110699944,215.0
0.01,235.0
0.17,67.0
0.0498199295965339,237.0
0.4076392857142857,229.0
0.44,97.0
0.3571892861145355,75.0
0.32,233.0
0.49,1.0
0.4,13.0
0.33,13.0
0.5,21.0
0.51,115.0
0.54548,211.0
0.78,13.0
0.22,3.0
0.51,9.0
0.65,3.0
0.77,3.0
0.54,1.0
0.78,1.0
0.51,127.0
0.1576250349259569,51.0
0.7,51.0
0.439504,83.0
0.6,77.0
0.02,195.0
0.82,3.0
0.4,11.0
0.61,207.0
0.54,59.0
0.43,35.0
0.145256542085493,81.0
0.01,217.0
0.46,41.0
0.03,233.0
0.41,1.0
0.14,95.0
0.66,11.0
0.35,5.0
0.07,199.0
0.5382857142857143,155.0
0.2,81.0
0.4266127847171198,3.0
0.11,101.0
0.1495140441247934,77.0
0.31,49.0
0.62,9.0
0.16,167.0
0.29,93.0
0.26,27.0
0.2733890646181653,7.0
0.43,51.0
0.65,9.0
0.7,1.0
0.11,115.0
0.02,231.0
0.28,31.0
0.36,3.0
0.341713532513181,211.0
0.61,5.0
0.11,205.0
0.47,81.0
0.39,35.0
0.62,9.0
0.03,229.0
0.11,25.0
0.55,3.0
0.2456669691470054,235.0
0.21,55.0
0.35,49.0
0.19,31.0
0.2,105.0
0.28,103.0
0.51,1.0
0.15,155.0
0.38,47.0
0.0460631547228672,171.0
0.15,67.0
0.33005,225.0
0.51,69.0
0.25,203.0
0.51,21.0
0.28,101.0
0.18,141.0
0.01,147.0
0.4,177.0
0.11,111.0
0.2,25.0
0.35,55.0
0.5422231481481481,89.0
0.37,125.0
0.24,175.0
0.33,137.0
0.49,159.0
0.51,3.0
0.48,73.0
0.12,85.0
0.1571096173733195,219.0
0.57,135.0
0.62,41.0
0.56,19.0
0.42,39.0
0.47,7.0
0.3418427518427518,87.0
0.46,5.0
0.4202943267453434,31.0
0.31,17.0
0.47,13.0
0.63,7.0
0.64,1.0
0.54,1.0
0.3,1.0
0.03,173.0
0.67,11.0
0.72,1.0
0.55,117.0
0.49,3.0
0.26,5.0
0.17,13.0
0.6599800399201596,7.0
0.18,71.0
0.64,7.0
0.04,163.0
0.3168524590163934,125.0
0.42,119.0
0.54,39.0
0.66,17.0
0.21,85.0
0.19,69.0
0.28,185.0
0.12,17.0
0.75,1.0
0.4,1.0
0.36,155.0
0.57,129.0
0.33,149.0
0.12,39.0
0.425277376654633,119.0
0.49,95.0
0.06,183.0
0.28,25.0
0.66,19.0
0.4151485148514851,57.0
0.48,21.0
0.1881993642143506,143.0
0.27,31.0
0.6374230416734056,3.0
0.89,35.0
0.4080068728522337,3.0
0.2,183.0
0.78,1.0
0.35,1.0
0.05,103.0
0.506,59.0
0.05,93.0
0.5427,115.0
0.4,53.0
0.45,35.0
0.27,51.0
0.22,89.0
0.42,11.0
0.64,1.0
0.48,19.0
0.49,129.0
0.4733333333333333,3.0
0.7699277300997186,5.0
0.29,33.0
0.31,33.0
0.55,21.0
0.1,43.0
0.2535196589294173,29.0
0.21,3.0
0.43,37.0
0.29,53.0
0.28,113.0
0.47,1.0
0.3479608379829456,1.0
0.34,41.0
0.65,3.0
0.47,123.0
0.28,25.0
0.59,159.0
0.37,9.0
0.5375907111756169,47.0
0.2,183.0
0.66,1.0
0.31,3.0
0.16,49.0
0.71,27.0
0.75,59.0
0.52,9.0
0.24,47.0
0.5470666666666667,61.0
0.35,51.0
0.53,1.0
0.67,3.0
0.31,75.0
0.57,7.0
0.36,95.0
0.51,35.0
0.02,207.0
0.4,5.0
0.52,209.0
0.15,157.0
0.4289682119205298,47.0
0.48,111.0
0.3,1.0
0.58,197.0
0.47,19.0
0.49,3.0
0.48,115.0
0.2,139.0
0.35,7.0
0.21,165.0
0.6794640753828033,13.0
0.5744861321905782,165.0
0.59,69.0
0.12,165.0
0.63,49.0
0.59,69.0
0.37,85.0
0.39,181.0
0.61,9.0
0.54,123.0
0.11,1.0
0.32,3.0
0.59,47.0
0.49,1.0
0.06,179.0
0.61,73.0
0.56,33.0
0.5160975609756098,139.0
0.47,1.0
0.24,161.0
0.26,65.0
0.48,143.0
0.01,219.0
0.6722888737740527,11.0
0.38,93.0
0.44,11.0
0.63,21.0
0.32,15.0
0.8,3.0
0.27,103.0
0.07,169.0
0.5934254237288136,1.0
0.06,55.0
0.25,83.0
0.82,1.0
0.61,91.0
0.4,129.0
0.12,97.0
0.5703978370027037,1.0
0.58,1.0
0.54,13.0
0.42,15.0
0.37,1.0
0.37,81.0
0.23,57.0
0.26,47.0
0.52,15.0
0.02,227.0
0.13,19.0
0.01,3.0
0.32,3.0
0.66,3.0
0.45,19.0
0.31,25.0
0.176944810829573,69.0
0.16,87.0
0.21,41.0
0.52,3.0
0.54,17.0
0.04,101.0
0.51,95.0
0.16,71.0
0.57,3.0
0.64,15.0
0.5,65.0
0.63,3.0
0.5,1.0
0.18,19.0
0.55,35.0
0.3385453459602423,1.0
0.2860957025297165,83.0
0.65,21.0
0.21,215.0
0.55,145.0
0.44,225.0
0.01,159.0
0.48,81.0
0.5,5.0
0.34,135.0
0.63,1.0
0.15,29.0
0.3926652544412883,201.0
0.5070023148148148,165.0
0.2068235294117647,149.0
0.06,167.0
0.58,1.0
0.29875,171.0
0.66,159.0
0.13,67.0
0.48,5.0
0.16,167.0
0.39,109.0
0.55,27.0
0.16,79.0
0.02,209.0
0.11,237.0
0.25,229.0
0.54,3.0
0.662129471890971,103.0
0.65,17.0
0.5,3.0
0.17,191.0
0.42,33.0
0.57,23.0
0.28,141.0
0.31,237.0
0.6,43.0
0.7087939953342124,11.0
0.49,143.0
0.38,1.0
0.2,219.0
0.29,81.0
0.03,185.0
0.67,1.0
0.06,97.0
0.34,41.0
0.27,111.0
0.32,169.0
0.27,117.0
0.42,113.0
0.16,225.0
0.057590345895715,173.0
0.22,149.0
0.44,17.0
0.33,139.0
0.67,1.0
0.66,17.0
0.6,55.0
0.4,1.0
0.33,63.0
0.6512848297213623,19.0
0.1,187.0
0.2998313725490196,53.0
0.07,193.0
0.83,15.0
0.24,149.0
0.1987226277372262,239.0
0.21,237.0
0.46,227.0
0.39,129.0
0.65,3.0
0.65,1.0
0.76,1.0
0.33,63.0
0.26,127.0
0.4,13.0
0.2579846694346854,191.0
0.56,1.0
0.29,17.0
0.27,239.0
0.4563847930360632,7.0
0.18,151.0
0.72,27.0
0.56,9.0
0.26,5.0
0.69,5.0
0.1404045143804862,153.0
0.54,3.0
0.51,21.0
0.48,25.0
0.54,87.0
0.36,27.0
0.36,35.0
0.68,5.0
0.37,3.0
0.21,53.0
0.45,29.0
0.26,85.0
0.41,101.0
0.48,7.0
0.54,111.0
0.42,15.0
0.43,5.0
0.37,1.0
0.24,167.0
0.4240713756483082,109.0
0.47,237.0
0.57,1.0
0.06,227.0
0.02,187.0
0.36,1.0
0.59,3.0
0.29,5.0
0.62,19.0
0.2,151.0
0.55,7.0
0.28,149.0
0.53,105.0
0.14,59.0
0.3,171.0
0.26,127.0
0.3,143.0
0.21,9.0
0.41,11.0
0.29,33.0
0.76,13.0
0.44,5.0
0.48338,181.0
0.91,3.0
0.1096264137803162,161.0
0.32,9.0
0.29,7.0
0.64,141.0
0.76,43.0
0.62,29.0
0.01,207.0
0.55,19.0
0.19,123.0
0.52,11.0
0.25,129.0
0.28,71.0
0.47,33.0
0.74,11.0
0.19,29.0
0.3061795075456712,207.0
0.59,43.0
0.45,1.0
0.39,219.0
0.14,123.0
0.2,111.0
0.28,183.0
0.4380552359033371,167.0
0.45,25.0
0.49,77.0
0.61,1.0
0.43,97.0
0.45,179.0
0.45,1.0
0.32,75.0
0.39,9.0
0.72,5.0
0.24,61.0
0.46,37.0
0.44,111.0
0.5,51.0
0.6851887862583049,21.0
0.4735234042553191,15.0
0.3,147.0
0.5443780050703733,47.0
0.53,91.0
0.46,105.0
0.25,115.0
0.52,1.0
0.57,21.0
0.53,133.0
0.51,53.0
0.51,3.0
0.54,3.0
0.28,209.0
0.23,191.0
0.44,41.0
0.1,71.0
0.42,55.0
0.54,7.0
0.55,11.0
0.36,35.0
0.5305020584396024,3.0
0.56,1.0
0.74,11.0
0.34,33.0
0.12,115.0
0.35,101.0
0.71,5.0
0.63,1.0
0.42,73.0
0.11,129.0
0.22,145.0
0.03,205.0
0.36,153.0
0.77,5.0
0.6,9.0
0.61,1.0
0.62,17.0
0.4,89.0
0.43,21.0
0.43,53.0
0.35,125.0
0.46,97.0
0.42,15.0
0.06,233.0
0.33,65.0
0.44,31.0
0.44,5.0
0.67,3.0
0.23,107.0
0.23,71.0
0.41,107.0
0.64,1.0
0.29,137.0
0.2,165.0
0.13,31.0
0.56,77.0
0.11,39.0
0.27,17.0
0.35,15.0
0.42,187.0
0.38,57.0
0.58,25.0
0.14,13.0
0.67,13.0
0.25,215.0
0.69,1.0
0.33,5.0
0.46,95.0
0.35,5.0
0.33,11.0
0.6453850296176629,1.0
0.28,77.0
0.47,161.0
0.45,141.0
0.14,165.0
0.65,1.0
0.38,37.0
0.7759855781883257,111.0
0.43,73.0
0.41,7.0
0.07,159.0
0.46,179.0
0.55,3.0
0.06,49.0
0.13,135.0
0.62,5.0
0.59,1.0
0.49,7.0
0.73,109.0
0.54,1.0
0.42,157.0
0.56,9.0
0.61,7.0
0.17,83.0
0.3,5.0
0.39,5.0
0.18,33.0
0.29,49.0
0.6,1.0
0.39,3.0
0.56,13.0
0.16,101.0
0.54,7.0
0.48,23.0
0.49,3.0
0.63,1.0
0.02,219.0
0.36,5.0
0.59,1.0
0.58,179.0
0.3,87.0
0.22,75.0
0.01,189.0
0.48,43.0
0.29,23.0
0.52,19.0
0.34,93.0
0.21,215.0
0.58,37.0
0.42,1.0
0.44,3.0
0.26,73.0
0.07,197.0
0.13,19.0
0.2,107.0
0.78,9.0
0.36,39.0
0.41,43.0
0.5,15.0
0.52,1.0
0.22,229.0
0.62,5.0
0.48,25.0
0.64,131.0
0.5,57.0
0.66,11.0
0.08,221.0
0.5,19.0
0.04,227.0
0.24,227.0
0.13,73.0
0.34,27.0
0.59,3.0
0.61,45.0
0.66,27.0
0.01,235.0
0.19,33.0
0.3806350328465265,85.0
0.2,193.0
0.62,27.0
0.25,73.0
0.62,9.0
0.48,219.0
0.32,1.0
0.1,75.0
0.39,81.0
0.17,185.0
0.78,3.0
0.19,231.0
0.32,197.0
0.22,213.0
0.61,11.0
0.71,11.0
0.55,1.0
0.01,229.0
0.46,141.0
0.45,13.0
0.31,185.0
0.49,27.0
0.72,11.0
0.06,193.0
0.11,239.0
0.2034383202099737,233.0
0.3,29.0
0.14,209.0
0.2036548223350253,239.0
0.23,27.0
0.5471652617133895,235.0
0.3476961026147015,159.0
0.76,57.0
0.369402560455192,155.0
0.37,211.0
0.16,219.0
0.13,135.0
0.43,15.0
0.26,55.0
0.56,1.0
0.5417673796791443,7.0
0.57,23.0
0.4,13.0
0.1,225.0
0.225975,205.0
0.66,25.0
0.43,119.0
0.12,103.0
0.38,15.0
0.49,9.0
0.53,1.0
0.19,119.0
0.13,179.0
0.62,1.0
0.16,191.0
0.3,55.0
0.37,65.0
0.7,31.0
0.2256448,233.0
0.29,107.0
0.3,145.0
0.01,235.0
0.43,77.0
0.46,1.0
0.5,13.0
0.39,9.0
0.61,9.0
0.54,55.0
0.07,125.0
0.56,27.0
0.7,41.0
0.54,13.0
0.12,73.0
0.0550427375446402,239.0
0.25,77.0
0.71,9.0
0.53,5.0
0.06,129.0
0.57,53.0
0.08,229.0
0.64,73.0
0.23,223.0
0.49,3.0
0.33,173.0
0.66,7.0
0.59,13.0
0.6,3.0
0.4,87.0
0.21,47.0
0.26,15.0
0.29,9.0
0.26,5.0
0.41,77.0
0.56,7.0
0.52,1.0
0.58,1.0
0.48,91.0
0.32,29.0
0.14,47.0
0.25,199.0
0.09,165.0
0.46,147.0
0.6305526315789474,3.0
0.23,11.0
0.04,149.0
0.19,25.0
0.77,3.0
0.44,3.0
0.57,7.0
0.17,41.0
0.66,3.0
0.62,1.0
0.25,35.0
0.26,5.0
0.47,13.0
0.59,9.0
0.68,17.0
0.15,53.0
0.5,11.0
0.14,193.0
0.65,79.0
0.29,47.0
0.33,21.0
0.23,41.0
0.39,5.0
0.41,119.0
0.52,11.0
0.34,21.0
0.6826388888888889,77.0
0.21,41.0
0.13,105.0
0.51,25.0
0.3,89.0
0.05,215.0
0.27,121.0
0.57,5.0
0.33,129.0
0.51,53.0
0.37,1.0
0.08,129.0
0.65,5.0
0.77,1.0
0.4312749003984064,161.0
0.33,37.0
0.29,171.0
0.4,9.0
0.4,115.0
0.34,125.0
0.46,37.0
0.49,79.0
0.5,3.0
0.28,113.0
0.5,1.0
0.4210774193548387,33.0
0.29,1.0
0.71,27.0
0.62,139.0
0.29,1.0
0.6,91.0
0.36,193.0
0.27,11.0
0.42,9.0
0.59,3.0
0.55,1.0
0.16,161.0
0.67,15.0
0.15,177.0
0.45,171.0
0.36,1.0
0.05,163.0
0.53,17.0
0.32,33.0
0.39,5.0
0.71,3.0
0.78,7.0
0.35,9.0
0.58,1.0
0.58,1.0
0.58,67.0
0.36,5.0
0.37,87.0
0.25,85.0
0.48,81.0
0.55,7.0
0.44,45.0
0.33,9.0
0.33,59.0
0.25,51.0
0.04,117.0
0.19,107.0
0.12,157.0
0.5,45.0
0.52,15.0
0.95,1.0
0.4,205.0
0.01,179.0
0.43,113.0
0.52,3.0
0.033125,105.0
0.03,93.0
0.38,167.0
0.39,21.0
0.35,9.0
0.41,7.0
0.09,213.0
0.35,153.0
0.81,7.0
0.34,113.0
0.34,101.0
0.51,43.0
0.3551948051948052,29.0
0.64,3.0
0.11,77.0
0.6,215.0
0.64,1.0
0.37,123.0
0.65,33.0
0.29,17.0
0.6,69.0
0.06,149.0
0.4411285662694113,3.0
0.46,63.0
0.17,77.0
0.06,171.0
0.08,213.0
0.16,177.0
0.25,7.0
0.41,11.0
0.25,117.0
0.34,15.0
0.79,1.0
0.18,239.0
0.1794224570200573,215.0
0.26,121.0
0.62,225.0
0.41,75.0
0.44,7.0
0.26,61.0
0.23,33.0
0.18,191.0
0.57,23.0
0.39,185.0
0.57,71.0
0.09,1.0
0.5,15.0
0.5,239.0
0.1,187.0
0.15,227.0
0.18,83.0
0.13,113.0
0.02,217.0
0.07,121.0
0.55,57.0
0.0710707263055492,201.0
0.39,1.0
0.18,205.0
0.31,13.0
0.38,19.0
0.28,141.0
0.46,85.0
0.11,237.0
0.27,193.0
0.25,115.0
0.29,231.0
0.25,17.0
0.54,7.0
0.19,93.0
0.25,23.0
0.32,87.0
0.62,9.0
0.39,139.0
0.5618625,29.0
0.07,235.0
0.16,219.0
0.44,7.0
0.33,57.0
0.85,1.0
0.72,37.0
0.38,33.0
0.05,177.0
0.23,165.0
0.1207046,143.0
0.12,169.0
0.51,5.0
0.49,71.0
0.58,149.0
0.01,213.0
0.24,5.0
0.5184645846458464,7.0
0.26,185.0
0.12,233.0
0.42,3.0
0.49,31.0
0.57,7.0
0.3,5.0
0.62,11.0
0.5385595238095238,237.0
0.57,9.0
0.13,127.0
0.18,73.0
0.5650050050050051,5.0
0.66,11.0
0.34,13.0
0.15,239.0
0.58,163.0
0.23,123.0
0.4,105.0
0.67,25.0
0.47,73.0
0.53,27.0
0.09,237.0
0.49,11.0
0.47,5.0
0.23,127.0
0.26,103.0
0.6,23.0
0.54,15.0
0.31,7.0
0.75,15.0
0.38,133.0
0.47,29.0
0.5,61.0
0.73,25.0
0.3454462343118656,23.0
0.22,165.0
0.71,13.0
0.48,57.0
0.36,43.0
0.62,103.0
0.51,63.0
0.93,1.0
0.28,21.0
0.29,1.0
0.59,31.0
0.5,23.0
0.56,33.0
0.644015018006283,17.0
0.46,43.0
0.17,209.0
0.28,31.0
0.54,15.0
0.41,49.0
0.09,63.0
0.1233611479373001,15.0
0.36,9.0
0.01,235.0
0.3812866817155756,1.0
0.4,3.0
0.66,3.0
0.7,49.0
0.05,103.0
0.58,3.0
0.4,73.0
0.35,5.0
0.21,71.0
0.34,239.0
0.37,25.0
0.1882967244701348,217.0
0.12,95.0
0.78,11.0
0.4,67.0
0.66,5.0
0.13,221.0
0.21,29.0
0.29,17.0
0.6,65.0
0.24,99.0
0.7,1.0
0.55,101.0
0.25,193.0
0.71,7.0
0.58,37.0
0.35,3.0
0.51,121.0
0.66,13.0
0.45,3.0
0.36,19.0
0.55,1.0
0.59,5.0
0.03,97.0
0.25,11.0
0.04,135.0
0.56,3.0
0.2488788114196931,99.0
0.86,1.0
0.49,21.0
0.47,41.0
0.53,1.0
0.22,25.0
0.09,239.0
0.86,3.0
0.4926666959276084,231.0
0.13,83.0
0.0550633178062311,161.0
0.15,137.0
0.11,157.0
0.14,109.0
0.18,209.0
0.7,43.0
0.1,61.0
0.05,203.0
0.59,187.0
0.52,1.0
0.5356079492003762,3.0
0.42,69.0
0.13,95.0
0.17,167.0
0.45,77.0
0.37,121.0
0.59,1.0
0.2,39.0
0.35,13.0
0.75,1.0
0.4,101.0
0.28,85.0
0.56,47.0
0.08,177.0
0.4,209.0
0.17,201.0
0.37,13.0
0.48,123.0
0.31,1.0
0.58,69.0
0.33,153.0
0.32,75.0
0.7,29.0
0.43,23.0
0.5,5.0
0.61,9.0
0.53,3.0
0.25,1.0
0.38,1.0
0.19,99.0
0.69,1.0
0.49,1.0
0.77,1.0
0.45,3.0
0.01,177.0
0.68,51.0
0.47,25.0
0.33,123.0
0.17,59.0
0.34,71.0
0.25,163.0
0.38,71.0
0.46,201.0
0.58,65.0
0.67,15.0
0.57,5.0
0.49,29.0
0.53,1.0
0.34,1.0
0.67,85.0
0.63,17.0
0.57,41.0
0.4375745098039216,55.0
0.48,11.0
0.49,169.0
0.31,161.0
0.58,43.0
0.6293455913079816,225.0
0.53,11.0
0.15,53.0
0.18,25.0
0.25,131.0
0.22,1.0
0.58,219.0
0.71,3.0
0.28,35.0
0.55,1.0
0.47,17.0
0.11,237.0
0.35,85.0
0.73,9.0
0.28,11.0
0.1315470427278467,109.0
0.55,21.0
0.54,17.0
0.14,69.0
0.12,79.0
0.42,1.0
0.76,41.0
0.62,1.0
0.73,9.0
0.37,97.0
0.37,73.0
0.12,125.0
0.16,173.0
0.59,11.0
0.2033428077027318,185.0
0.5217250184799409,209.0
0.54,1.0
0.49,7.0
0.14,37.0
0.28,65.0
0.34,217.0
0.46,5.0
0.33,7.0
0.351115486244236,41.0
0.41,57.0
0.51,5.0
0.33,11.0
0.57,17.0
0.21,33.0
0.54,1.0
0.46,21.0
0.07,139.0
0.3060023923947031,145.0
0.33,25.0
0.39,1.0
0.54,1.0
0.68,5.0
0.25,29.0
0.39,1.0
0.2,165.0
0.15,215.0
0.02,97.0
0.45,11.0
0.05,239.0
0.08,237.0
0.79,77.0
0.48,149.0
0.1,239.0
0.41,51.0
0.24,21.0
0.15,223.0
0.31,39.0
0.6332849740932642,7.0
0.15,149.0
0.29,167.0
0.13,117.0
0.43,49.0
0.26,209.0
0.3,65.0
0.06,151.0
0.32,165.0
0.4,11.0
0.1,91.0
0.08,139.0
0.55,1.0
0.28,15.0
0.54,3.0
0.25,211.0
0.35,35.0
0.3,225.0
0.4632237266279819,93.0
0.56,53.0
0.4541806020066889,215.0
0.28,1.0
0.67,21.0
0.56,65.0
0.15,185.0
0.29,71.0
0.39,135.0
0.4100425531914893,5.0
0.1704381635313838,209.0
0.39,45.0
0.05,217.0
0.707384445496135,13.0
0.56,33.0
0.3561297366730893,9.0
0.5626410456932186,15.0
0.08,235.0
0.58,47.0
0.67,239.0
0.63,107.0
0.13,237.0
0.11,237.0
0.25,207.0
0.55,61.0
0.22,217.0
0.06,109.0
0.2,101.0
0.36,37.0
0.64,21.0
0.76,7.0
0.33,141.0
0.25,11.0
0.64,45.0
0.29,151.0
0.52,7.0
0.22,3.0
0.3,81.0
0.1,237.0
0.36,169.0
0.5,85.0
0.18,227.0
0.21,3.0
0.08,105.0
0.79,1.0
0.51,167.0
0.07,223.0
0.15546726041144,29.0
0.58,79.0
0.46,21.0
0.55,41.0
0.36,173.0
0.36,11.0
0.53,1.0
0.62,3.0
0.21,27.0
0.05,179.0
0.71,7.0
0.07,105.0
0.3,9.0
0.29,35.0
0.52,3.0
0.18,29.0
0.42,9.0
0.14,203.0
0.73,1.0
0.7,95.0
0.66,9.0
0.226012191941583,39.0
0.54,3.0
0.31,43.0
0.89,1.0
0.07,69.0
0.6,63.0
0.5156996587030717,3.0
0.76,5.0
0.2,143.0
0.3,81.0
0.24,189.0
0.45,1.0
0.77,19.0
0.5,3.0
0.21,187.0
0.41,29.0
0.18,83.0
0.3557709677419355,229.0
0.15,113.0
0.43,71.0
0.16,115.0
0.5,3.0
0.47,33.0
0.59,5.0
0.49,3.0
0.67,17.0
0.58,21.0
0.42,35.0
0.3,19.0
0.07,165.0
0.2,161.0
0.74,1.0
0.22,7.0
0.15,13.0
0.48,163.0
0.26,119.0
0.08,175.0
0.49,61.0
0.13,65.0
0.25,13.0
0.61,185.0
0.37,179.0
0.51,61.0
0.37,237.0
0.56,5.0
0.59,239.0
0.13,165.0
0.25,81.0
0.58,1.0
0.29,71.0
0.8,71.0
0.44,11.0
0.75,1.0
0.27,159.0
0.0822965440356744,67.0
0.56,1.0
0.23,19.0
0.23,21.0
0.58,25.0
0.74,49.0
0.69,15.0
0.39,107.0
0.19,73.0
0.75,13.0
0.65,1.0
0.35,5.0
0.26,11.0
0.44,21.0
0.44,157.0
0.43,11.0
0.2,107.0
0.01,215.0
0.1,199.0
0.4407215586988827,9.0
0.42,5.0
0.62,3.0
0.49,81.0
0.27,231.0
0.21,219.0
0.03,127.0
0.28,193.0
0.65,3.0
0.2,99.0
0.46,3.0
0.41,7.0
0.12,151.0
0.3,5.0
0.4,57.0
0.65,69.0
0.32,11.0
0.59,107.0
0.66,1.0
0.14,151.0
0.41,5.0
0.46,69.0
0.58,7.0
0.62,75.0
0.46,31.0
0.25,43.0
0.5596977275099736,23.0
0.05,135.0
0.62,13.0
0.55,91.0
0.56,67.0
0.08,165.0
0.6,1.0
0.6,161.0
0.51,35.0
0.29,101.0
0.4958183632734531,3.0
0.28,69.0
0.26,55.0
0.52,29.0
0.03,167.0
0.5890744101633394,99.0
0.5,57.0
0.42,1.0
0.5539801181656194,7.0
0.69,3.0
0.63,215.0
0.23,55.0
0.47,11.0
0.1,131.0
0.28,37.0
0.22,175.0
0.69,5.0
0.11,209.0
0.27,55.0
0.72,1.0
0.05,171.0
0.62,131.0
0.64,181.0
0.19,101.0
0.62,5.0
0.14,105.0
0.65,1.0
0.31,61.0
0.0800247058823529,237.0
0.22,45.0
0.73,13.0
0.67,17.0
0.24,47.0
0.36,1.0
0.15,185.0
0.24,201.0
0.57,1.0
0.03,223.0
0.33,93.0
0.0735903250188964,55.0
0.4908803591865481,163.0
0.35,101.0
0.36,23.0
0.12,171.0
0.37,123.0
0.55,77.0
0.23,117.0
0.26,99.0
0.2,13.0
0.32,1.0
0.72,39.0
0.4,7.0
0.32,113.0
0.35,135.0
0.61,37.0
0.13,149.0
0.53,67.0
0.7262995594713656,7.0
0.63,41.0
0.427468030690537,1.0
0.35,11.0
0.18,193.0
0.44,195.0
0.52,3.0
0.17,199.0
0.3359660565496516,171.0
0.4396873406966864,17.0
0.55,3.0
0.18,215.0
0.8332784803697496,7.0
0.65,19.0
0.42,163.0
0.14,25.0
0.05,189.0
0.65,15.0
0.24,205.0
0.22,59.0
0.3,157.0
0.2,81.0
0.2581142857142857,195.0
0.31,65.0
0.37,23.0
0.43,65.0
0.75,7.0
0.47,37.0
0.02,187.0
0.2593909090909091,9.0
0.56,15.0
0.22,51.0
0.03,219.0
0.11,235.0
0.34182,231.0
0.64,1.0
0.35,29.0
0.47,5.0
0.62,3.0
0.25,33.0
0.47,17.0
0.28,15.0
0.75,11.0
0.05,197.0
0.38,165.0
0.29,73.0
0.02,233.0
0.6,69.0
0.79,3.0
0.76,1.0
0.35,11.0
0.37,77.0
0.38,65.0
0.09,139.0
0.51,37.0
0.5,15.0
0.51,239.0
0.17,173.0
0.57,105.0
0.2658875,231.0
0.1863051702395964,45.0
0.04,215.0
0.3,23.0
0.3,49.0
0.35,5.0
0.75,31.0
0.37,21.0
0.02,187.0
0.48,27.0
0.07,225.0
0.2,211.0
0.57,19.0
0.33,213.0
0.39,3.0
0.27,161.0
0.15,99.0
0.08,159.0
0.05,235.0
0.15,197.0
0.41,81.0
0.2,145.0
0.24,163.0
0.3912,23.0
0.47,3.0
0.39,3.0
0.81,5.0
0.18,79.0
0.29,55.0
0.43,65.0
0.35,67.0
0.53,37.0
0.53,15.0
0.26,87.0
0.23,89.0
0.37,133.0
0.53,27.0
0.2,1.0
0.06,227.0
0.3,11.0
0.03,193.0
0.72,11.0
0.558499735868991,1.0
0.29,129.0
0.71,1.0
0.36,137.0
0.33,21.0
0.7,3.0
0.14,29.0
0.72,21.0
0.38,185.0
0.73,9.0
0.63,5.0
0.25,35.0
0.53,95.0
0.64,3.0
0.37,47.0
0.06,181.0
0.34,5.0
0.26,129.0
0.43,169.0
0.6,97.0
0.21,11.0
0.43,75.0
0.75,13.0
0.17,205.0
0.38,61.0
0.05,81.0
0.754211123723042,1.0
0.45,89.0
