lowest_trade_price_next4,time_to_lowest_trade_sec
0.37,39.0
0.5429524213318994,159.0
0.22,57.0
0.71,11.0
0.14,109.0
0.4504777777777777,17.0
0.4634103019538188,63.0
0.29,19.0
0.1352631578947368,145.0
0.3,99.0
0.09,97.0
0.49,183.0
0.34,59.0
0.31,119.0
0.35,39.0
0.13,95.0
0.15,111.0
0.84,3.0
0.3,77.0
0.59,5.0
0.68,5.0
0.2686886778526792,159.0
0.57,9.0
0.5934967115201376,3.0
0.48,13.0
0.01,223.0
0.5,45.0
0.14,81.0
0.52,5.0
0.33,19.0
0.42,29.0
0.84,1.0
0.8,3.0
0.02,207.0
0.72,3.0
0.2,101.0
0.62,1.0
0.57,157.0
0.2939727272727273,11.0
0.18,67.0
0.53,15.0
0.07,189.0
0.79,3.0
0.82,1.0
0.06,171.0
0.3110321758521822,87.0
0.48,117.0
0.14,193.0
0.1732,215.0
0.6,17.0
0.01,213.0
0.47,21.0
0.46,137.0
0.42,129.0
0.5,55.0
0.66,1.0
0.6945833333333333,3.0
0.33,45.0
0.3233,43.0
0.14,79.0
0.37,7.0
0.64,23.0
0.66,13.0
0.01,231.0
0.31,29.0
0.32,187.0
0.1912257100149476,211.0
0.1764333333333333,129.0
0.48,49.0
0.3466039215686274,151.0
0.3565079365079365,203.0
0.43665,61.0
0.57,7.0
0.38,15.0
0.3709950282462712,211.0
0.58,157.0
0.26770887166236,205.0
0.5588785958069235,43.0
0.5,25.0
0.47,1.0
0.43,81.0
0.43,197.0
0.54,1.0
0.48,11.0
0.44,89.0
0.24,29.0
0.03,239.0
0.19,9.0
0.279175,167.0
0.7470766666666667,3.0
0.58,9.0
0.55,3.0
0.41,1.0
0.5,195.0
0.36,73.0
0.67,5.0
0.54,45.0
0.15,233.0
0.28,37.0
0.49,37.0
0.05,229.0
0.1353865175787549,163.0
0.73,43.0
0.17,41.0
0.08,237.0
0.7,5.0
0.07,239.0
0.3,61.0
0.47,51.0
0.55,23.0
0.68,1.0
0.5,7.0
0.4084945454545454,177.0
0.4596735187424425,95.0
0.21,67.0
0.22,31.0
0.52,9.0
0.5463260869565217,131.0
0.4216273764258555,95.0
0.36,79.0
0.35,123.0
0.1754581298607343,175.0
0.0587539815590947,227.0
0.05,237.0
0.67,3.0
0.46,3.0
0.3,69.0
0.68,3.0
0.49,5.0
0.3333670886075949,55.0
0.5364238410596026,1.0
0.42,35.0
0.61,49.0
0.5,17.0
0.39,103.0
0.06,181.0
0.49,9.0
0.33,133.0
0.1144642857142857,207.0
0.01,217.0
0.2634467120181405,129.0
0.33,199.0
0.57,15.0
0.25,215.0
0.38,165.0
0.18580873972018,233.0
0.3,39.0
0.52,13.0
0.15,53.0
0.14,187.0
0.46,57.0
0.23,37.0
0.0638610145584605,129.0
0.48,15.0
0.2,143.0
0.1716806722689075,237.0
0.51,3.0
0.22,233.0
0.58,29.0
0.1509950277944356,223.0
0.36,21.0
0.22,175.0
0.7,1.0
0.42,3.0
0.67,1.0
0.4,115.0
0.27,155.0
0.34,63.0
0.49,17.0
0.49,15.0
0.38,25.0
0.35,237.0
0.51,27.0
0.26,49.0
0.4882319255547602,15.0
0.5,79.0
0.74,9.0
0.14,51.0
0.33,43.0
0.07,233.0
0.076295566502463,121.0
0.26,51.0
0.5595585412667946,19.0
0.39453,9.0
0.22,91.0
0.5275092592592593,7.0
0.22,151.0
0.5,3.0
0.41,61.0
0.47,3.0
0.78,7.0
0.39,7.0
0.4688903523213698,143.0
0.595525,57.0
0.2,51.0
0.69,65.0
0.12,239.0
0.3826098039215686,151.0
0.2,83.0
0.21,49.0
0.43,183.0
0.08,237.0
0.21,133.0
0.2,67.0
0.4,201.0
0.75,17.0
0.4,9.0
0.39,21.0
0.59,77.0
0.58,1.0
0.42,7.0
0.77,3.0
0.72,1.0
0.76,51.0
0.84,7.0
0.56,61.0
0.3105847953216374,127.0
0.3622222222222222,47.0
0.6,83.0
0.22,33.0
0.5711081481481481,43.0
0.19,93.0
0.39,7.0
0.25,121.0
0.55,21.0
0.33,9.0
0.25,11.0
0.602939,7.0
0.2597560975609756,71.0
0.31,53.0
0.43,13.0
0.4497327868852459,53.0
0.61,5.0
0.22,17.0
0.3,117.0
0.1,239.0
0.17,13.0
0.1723975409836065,147.0
0.21,183.0
0.46,141.0
0.49,1.0
0.51,19.0
0.56,69.0
0.55,23.0
0.3650513894175866,81.0
0.06,85.0
0.25,187.0
0.2229812865497076,51.0
0.46,19.0
0.37,5.0
0.27,1.0
0.42,35.0
0.49,7.0
0.75,107.0
0.08,185.0
0.12,117.0
0.63,3.0
0.54,11.0
0.12,235.0
0.1,109.0
0.49,5.0
0.32,105.0
0.16,161.0
0.52,5.0
0.39575,41.0
0.5299724444444445,3.0
0.3970629629629629,67.0
0.88,1.0
0.12,81.0
0.46,35.0
0.27,135.0
0.35,127.0
0.12155,215.0
0.11,135.0
0.8,5.0
0.37,57.0
0.01,233.0
0.5,223.0
0.44,43.0
0.69,27.0
0.35,201.0
0.39635,183.0
0.2,177.0
0.44,85.0
0.58,39.0
0.5316761649346295,123.0
0.57,113.0
0.2,145.0
0.05,141.0
0.5874074074074074,11.0
0.41,161.0
0.43,63.0
0.22,59.0
0.48,29.0
0.75,17.0
0.27,81.0
0.35,121.0
0.44,37.0
0.0931940021630065,221.0
0.29,81.0
0.56,7.0
0.5,121.0
0.301071875,93.0
0.21,231.0
0.31,25.0
0.0794451003541912,211.0
0.87,1.0
0.4,71.0
0.63,41.0
0.66,19.0
0.35,11.0
0.34,93.0
0.51,21.0
0.66,3.0
0.6,17.0
0.61,1.0
0.79,17.0
0.53,5.0
0.54,17.0
0.65,1.0
0.45,133.0
0.59,3.0
0.5460851851851852,37.0
0.11,151.0
0.04,89.0
0.55,35.0
0.61,3.0
0.55,3.0
0.46,17.0
0.0323534949399858,207.0
0.54,7.0
0.74,29.0
0.62,37.0
0.68,69.0
0.06,209.0
0.71,1.0
0.06,207.0
0.26,101.0
0.59,1.0
0.57,79.0
0.74,83.0
0.38,57.0
0.64,31.0
0.61,23.0
0.69,15.0
0.61,1.0
0.4,117.0
0.28,17.0
0.09,85.0
0.09,219.0
0.41,27.0
0.83,17.0
0.4,1.0
0.22,47.0
0.63,1.0
0.45,77.0
0.52,31.0
0.19,7.0
0.4,25.0
0.03,195.0
0.89,15.0
0.38,11.0
0.39,35.0
0.71,7.0
0.54,33.0
0.39,227.0
0.81,3.0
0.26,1.0
0.44,167.0
0.32,23.0
0.47,79.0
0.34,45.0
0.35,99.0
0.36,149.0
0.92,3.0
0.26,67.0
0.41,23.0
0.19,3.0
0.8,5.0
0.29,11.0
0.67,57.0
0.75,1.0
0.11,193.0
0.21,101.0
0.56,3.0
0.73,15.0
0.47,11.0
0.28,239.0
0.2748056896113792,101.0
0.21,15.0
0.52,1.0
