abstain_low_conf_count,abstain_low_conf_share,active_count,active_share,alpha,bucket_miss_threshold,clamp_over_pside_count,clamp_over_pside_share,coverage_feasible,coverage_overall,covered_count,covered_feasible_count,covered_gap_norm_mean,covered_gap_norm_median,covered_gap_norm_q25,covered_gap_norm_q75,delta,delta_quantile,feasible_count,feasible_covered_gap_norm_mean,infeasible_count,max_possible_coverage,mean_p_pred,mean_p_side,sample_count,side_violation_count,side_violation_rate
0.0,0.0,6143.0,0.7458717824186498,2.0,0.3,2093.0,0.2541282175813502,0.8715340442986054,0.6449732880038854,5312.0,5312.0,0.6565264401537829,0.6863427831756992,0.44641850593218074,0.9425110860672209,0.0760219544172287,0.85,6095.0,0.6565264437385567,2141.0,0.7400437105390967,0.4843373115556504,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,6143.0,0.7458717824186498,2.0,0.5,2093.0,0.2541282175813502,0.8715340442986054,0.6449732880038854,5312.0,5312.0,0.6565264401537829,0.6863427831756992,0.44641850593218074,0.9425110860672209,0.0760219544172287,0.85,6095.0,0.6565264437385567,2141.0,0.7400437105390967,0.4843373115556504,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,6143.0,0.7458717824186498,2.0,1.0,2093.0,0.2541282175813502,0.8715340442986054,0.6449732880038854,5312.0,5312.0,0.6565264401537829,0.6863427831756992,0.44641850593218074,0.9425110860672209,0.0760219544172287,0.85,6095.0,0.6565264437385567,2141.0,0.7400437105390967,0.4843373115556504,0.5651863688744982,8236.0,0.0,0.0
8236.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.7400437105390967,6095.0,6095.0,1.0,1.0,1.0,1.0,0.09800490736961365,0.9,6095.0,1.0,2141.0,0.7400437105390967,0.5651863688744982,0.5651863688744982,8236.0,0.0,0.0
8112.0,0.9849441476444876,94.0,0.011413307430791646,2.0,0.025,30.0,0.003642544924720738,0.9996718621821165,0.7398008742107819,6093.0,6093.0,0.9960184480931031,1.0,1.0,1.0,0.09800490736961365,0.9,6095.0,0.996018448097834,2141.0,0.7400437105390967,0.5643501913864936,0.5651863688744982,8236.0,0.0,0.0
6752.0,0.8198154443904808,672.0,0.08159300631374454,2.0,0.05,812.0,0.09859154929577464,0.9944216570959803,0.7359154929577465,6061.0,6061.0,0.9751428484298679,1.0,1.0,1.0,0.09800490736961365,0.9,6095.0,0.9751428486341779,2141.0,0.7400437105390967,0.5599661029952604,0.5651863688744982,8236.0,0.0,0.0
4578.0,0.5558523555123847,1754.0,0.21296745993200583,2.0,0.075,1904.0,0.2311801845556095,0.9822805578342904,0.726930548810102,5987.0,5987.0,0.9331926481761632,1.0,1.0,1.0,0.09800490736961365,0.9,6095.0,0.933192648429507,2141.0,0.7400437105390967,0.5506226199762523,0.5651863688744982,8236.0,0.0,0.0
2256.0,0.27391937833899954,3514.0,0.4266634288489558,2.0,0.1,2466.0,0.2994171928120447,0.9561936013125513,0.707625060709082,5828.0,5828.0,0.8402561371865961,1.0,0.7191271215490007,1.0,0.09800490736961365,0.9,6095.0,0.8402561393697332,2141.0,0.7400437105390967,0.528150642766618,0.5651863688744982,8236.0,0.0,0.0
120.0,0.014570179698882952,5378.0,0.652986886838271,2.0,0.15,2738.0,0.33244293346284604,0.918785890073831,0.6799417192812045,5600.0,5600.0,0.7216606939664145,0.7832866969990426,0.5308475985740143,1.0,0.09800490736961365,0.9,6095.0,0.7216606975081116,2141.0,0.7400437105390967,0.5009672605269649,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,5479.0,0.6652501214181642,2.0,0.2,2757.0,0.33474987858183586,0.9158326497128794,0.6777561923263721,5582.0,5582.0,0.7146888158734238,0.7688676480571028,0.5243031510573516,1.0,0.09800490736961365,0.9,6095.0,0.7146888194317778,2141.0,0.7400437105390967,0.49944968315233007,0.5651863688744982,8236.0,0.0,0.0
