t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
0.455,0.415,7468.0,0.9402785216925549,0.6410314924691921,0.6806818181818182,0.6608566553255051,0.6491697911087306,0.6559384790657932,0.2932512051419388,0.5687826107356905,0.5155769526122357,0.6240387354030191,0.3759612645969809,0.455,0.415,7022.0,4382.0,2640.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.42,7468.0,0.9505891805034815,0.6410314924691921,0.6768494663231506,0.6589404793961713,0.6491697911087306,0.6547401042400338,0.2941885377611141,0.5728877039797448,0.5135186803931047,0.6172700380335259,0.38272996196647413,0.455,0.42,7099.0,4382.0,2717.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.425,7468.0,0.9570166041778254,0.6410314924691921,0.6741410488245931,0.6575862706468927,0.6491697911087306,0.6538407723520359,0.2944563470808785,0.5755693950762787,0.5115913903689319,0.6131243878550441,0.3868756121449559,0.455,0.425,7147.0,4382.0,2765.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.43,7468.0,0.9637118371719335,0.6410314924691921,0.6731793960923623,0.6571054442807772,0.6491697911087306,0.6536056690287619,0.29606320299946426,0.5777753171313522,0.5124192644113194,0.6088648047797693,0.39113519522023066,0.455,0.43,7197.0,4382.0,2815.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.435,7468.0,0.9720139260846278,0.6410314924691921,0.6694473409801877,0.6552394167246899,0.6491697911087306,0.6522937043669927,0.2960632029994645,0.581356484046219,0.5092627520705986,0.6036644165863067,0.39633558341369335,0.455,0.435,7259.0,4382.0,2877.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.44,7468.0,0.9808516336368506,0.6410314924691921,0.6676860346585117,0.6543587635638519,0.6491697911087306,0.651740614334471,0.29767005891805026,0.584457686543175,0.509309853855538,0.5982252559726963,0.40177474402730373,0.455,0.44,7325.0,4382.0,2943.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.445,7468.0,0.9874129619710766,0.6410314924691921,0.6664438502673797,0.6537376713682859,0.6491697911087306,0.6513425549227014,0.29887520085698993,0.5867443059434351,0.5093789540512438,0.5942500678058041,0.4057499321941958,0.455,0.445,7374.0,4382.0,2992.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.45,7468.0,0.9938403856454204,0.6410314924691921,0.6648026315789474,0.6529170620240697,0.6491697911087306,0.650767987065481,0.2996786288162828,0.5891357045830518,0.5086750412256442,0.590406898410132,0.40959310158986795,0.455,0.45,7422.0,4382.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.455,0.455,7468.0,1.0,0.6410314924691921,0.6607258587167855,0.6508786755929887,0.6491697911087306,0.6491697911087306,0.29833958221746126,0.5923092172938637,0.5036889069201255,0.5867702196036422,0.41322978039635777,0.455,0.455,7468.0,4382.0,3086.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.4,7468.0,0.9106855918585967,0.6419354838709678,0.6863063795205201,0.6641209316957439,0.6491697911087306,0.6579914718423762,0.2877611140867703,0.5580880207332112,0.5156195857934959,0.6381414497867961,0.36185855021320396,0.46,0.4,6801.0,4340.0,2461.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.405,7468.0,0.9185859667916444,0.6419354838709678,0.6861111111111111,0.6640232974910394,0.6491697911087306,0.6581632653061225,0.2905731119442957,0.5603627641302323,0.5185446474040956,0.6326530612244898,0.3673469387755102,0.46,0.405,6860.0,4340.0,2520.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.41,7468.0,0.9263524370648099,0.6419354838709678,0.6830876648564779,0.6625115743637229,0.6491697911087306,0.6572708875397514,0.29137653990358864,0.5634606894723097,0.5171195530543002,0.6273489447817289,0.3726510552182712,0.46,0.41,6918.0,4340.0,2578.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.415,7468.0,0.934654525977504,0.6419354838709678,0.6806818181818182,0.661308651026393,0.6491697911087306,0.6565902578796562,0.2927155865024103,0.5665416751992274,0.5166708810953322,0.6217765042979942,0.37822349570200575,0.46,0.415,6980.0,4340.0,2640.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.42,7468.0,0.9449651847884306,0.6419354838709678,0.6768494663231506,0.6593924750970592,0.6491697911087306,0.655377639223466,0.29365291912158537,0.5706628889575899,0.5145821198536161,0.614992206319966,0.385007793680034,0.46,0.42,7057.0,4340.0,2717.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.425,7468.0,0.9513926084627745,0.6419354838709678,0.6741410488245931,0.6580382663477804,0.6491697911087306,0.6544686840253343,0.29392072844134987,0.573354986034579,0.5126330730533204,0.6108374384236454,0.3891625615763547,0.46,0.425,7105.0,4340.0,2765.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.43,7468.0,0.9580878414568827,0.6419354838709678,0.6731793960923623,0.657557439981665,0.6491697911087306,0.6542278127183787,0.29552758435993565,0.5755693950762788,0.5134525686876907,0.6065688329839273,0.39343116701607267,0.46,0.43,7155.0,4340.0,2815.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.435,7468.0,0.9663899303695769,0.6419354838709678,0.6694473409801877,0.6556914124255777,0.6491697911087306,0.6529028682277955,0.2955275843599358,0.5791642021092296,0.5102656263692895,0.6013579049466538,0.39864209505334625,0.46,0.435,7217.0,4340.0,2877.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.44,7468.0,0.9752276379217997,0.6419354838709678,0.6676860346585117,0.6548107592647398,0.6491697911087306,0.6523410682411094,0.2971344402785216,0.58227708079714,0.510297331077746,0.5959082795551284,0.4040917204448716,0.46,0.44,7283.0,4340.0,2943.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.445,7468.0,0.9817889662560257,0.6419354838709678,0.6664438502673797,0.6541896670691738,0.6491697911087306,0.651936715766503,0.2983395822174612,0.5845722299419314,0.5103553794320624,0.5919258046917621,0.40807419530823785,0.46,0.445,7332.0,4340.0,2992.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.46,0.45,7468.0,0.9882163899303695,0.6419354838709678,0.6648026315789474,0.6533690577249576,0.6491697911087306,0.6513550135501355,0.2991430101767541,0.5869724779551488,0.5096372000589982,0.5880758807588076,0.41192411924119243,0.46,0.45,7380.0,4340.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
