catboost_confidence,continuation_cutoff,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.1,0.7,7468.0,0.5897161221210498,0.7159810126582279,0.7132196162046909,0.7146003144314594,0.6501071237279057,0.7148047229791099,0.5740236148955495,0.4259763851044505,0.1,0.7,4404.0,2528.0,1876.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2533476164970541,0.41010273446052253,0.6177662210185579,2528.0,1876.0,4404.0,0.5897161221210498,0.7148047229791099,4825.0,0.6491191709844559,0.9990421455938697,3132.0,2643.0,0.48127128263337116,0.014937106918238994,1272.0
0.125,0.35,7468.0,1.0,0.6501111934766494,0.641917567962584,0.6460143807196167,0.6501071237279057,0.6463577932512051,0.5419121585431173,0.4580878414568827,0.125,0.35,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29271558650241025,0.594678237998327,0.4922251526938064,4047.0,3421.0,7468.0,1.0,0.6463577932512051,4825.0,1.0,0.9995854922279793,4825.0,2643.0,1.0,0.001513431706394249,2643.0
0.125,0.375,7468.0,1.0,0.6501111934766494,0.641917567962584,0.6460143807196167,0.6501071237279057,0.6463577932512051,0.5419121585431173,0.4580878414568827,0.125,0.375,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29271558650241025,0.594678237998327,0.4922251526938064,4047.0,3421.0,7468.0,1.0,0.6463577932512051,4825.0,1.0,0.9995854922279793,4825.0,2643.0,1.0,0.001513431706394249,2643.0
0.125,0.4,7468.0,1.0,0.6501111934766494,0.641917567962584,0.6460143807196167,0.6501071237279057,0.6463577932512051,0.5419121585431173,0.4580878414568827,0.125,0.4,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29271558650241025,0.594678237998327,0.4922251526938064,4047.0,3421.0,7468.0,1.0,0.6463577932512051,4825.0,1.0,0.9995854922279793,4825.0,2643.0,1.0,0.001513431706394249,2643.0
0.125,0.425,7468.0,0.9998660953401178,0.6502718734552645,0.641917567962584,0.6460947207089243,0.6501071237279057,0.6464443551627159,0.5418508102316861,0.4581491897683139,0.125,0.425,7467.0,4046.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29284949116229236,0.594565641530784,0.49254358258629705,4046.0,3421.0,7467.0,0.9998660953401178,0.6464443551627159,4825.0,1.0,0.9995854922279793,4825.0,2643.0,0.9996216420734014,0.001514004542013626,2642.0
0.125,0.45,7468.0,0.9987948580610605,0.6504950495049505,0.6420005849663645,0.6462478172356575,0.6501071237279057,0.6466014211020245,0.5416275640166243,0.4583724359833758,0.125,0.45,7459.0,4040.0,3419.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29284949116229253,0.5941150422682328,0.4929171462217851,4040.0,3419.0,7459.0,0.9987948580610605,0.6466014211020245,4825.0,0.9991709844559585,0.9995851483094793,4821.0,2643.0,0.9981082103670071,0.001516300227445034,2638.0
0.125,0.475,7468.0,0.9892876272094269,0.65175,0.6428571428571429,0.6473035714285715,0.6501071237279057,0.6476719003789929,0.5414185165132648,0.4585814834867352,0.125,0.475,7388.0,4000.0,3388.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29217996786288153,0.5903844761452257,0.4948977821547761,4000.0,3388.0,7388.0,0.9892876272094269,0.6476719003789929,4825.0,0.9912953367875648,0.9995818523938951,4783.0,2643.0,0.9856223987892546,0.0015355086372360845,2605.0
0.125,0.5,7468.0,0.9463042313872523,0.656054279749478,0.6476043276661515,0.6518293037078148,0.6501071237279057,0.6521862176312438,0.5422385736521862,0.4577614263478138,0.125,0.5,7067.0,3832.0,3235.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28802892340653463,0.5737051978066425,0.502050398894259,3832.0,3235.0,7067.0,0.9463042313872523,0.6521862176312438,4825.0,0.9548186528497409,0.9995658780117213,4607.0,2643.0,0.9307604994324631,0.0016260162601626016,2460.0
0.125,0.525,7468.0,0.8544456347080879,0.6690793283149971,0.6559617355654254,0.6625205319402112,0.6501071237279057,0.6630622159536123,0.5412944679517318,0.4587055320482683,0.125,0.525,6381.0,3454.0,2927.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27865559721478306,0.5365584951770426,0.5193387109132211,3454.0,2927.0,6381.0,0.8544456347080879,0.6630622159536123,4825.0,0.8764766839378239,0.999527074958619,4229.0,2643.0,0.814226258040106,0.0018587360594795538,2152.0
0.125,0.55,7468.0,0.7423674343867167,0.6861788617886179,0.6743620899149453,0.6802704758517816,0.6501071237279057,0.6809163059163059,0.5546536796536796,0.4453463203463203,0.125,0.55,5544.0,3075.0,2469.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2686127477236208,0.4867004657194689,0.5519056722630044,3075.0,2469.0,5544.0,0.7423674343867167,0.6809163059163059,4825.0,0.7819689119170985,0.9994699178372648,3773.0,2643.0,0.6700718880060538,0.002258610954263128,1771.0
0.125,0.575,7468.0,0.64542046063203,0.7028423772609819,0.693983893889152,0.6984131355750669,0.6501071237279057,0.6989626556016597,0.5620331950207469,0.4379668049792531,0.125,0.575,4820.0,2709.0,2111.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2568291376539903,0.4407898155459355,0.5826566962212985,2709.0,2111.0,4820.0,0.64542046063203,0.6989626556016597,4825.0,0.6978238341968912,0.9994059994059994,3367.0,2643.0,0.5497540673477109,0.0027529249827942187,1453.0
0.125,0.6,7468.0,0.5755222281735405,0.7153972153972153,0.7122844827586207,0.713840849077918,0.6501071237279057,0.7140530479292694,0.5681712424383434,0.43182875756165656,0.125,0.6,4298.0,2442.0,1856.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.24638457418318155,0.4056708357710466,0.6073509664920468,2442.0,1856.0,4298.0,0.5755222281735405,0.7140530479292694,4825.0,0.6356476683937824,0.9993478969677209,3067.0,2643.0,0.4657586076428301,0.003249390739236393,1231.0
0.125,0.625,7468.0,0.5333422603106588,0.7289024923480543,0.7246462264150944,0.7267743593815743,0.6501071237279057,0.7270901330655285,0.5741903088124529,0.4258096911875471,0.125,0.625,3983.0,2287.0,1696.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.24223352972683448,0.3815158781648703,0.63492384875828,2287.0,1696.0,3983.0,0.5333422603106588,0.7270901330655285,4825.0,0.5997927461139896,0.9993089149965446,2894.0,2643.0,0.4120317820658343,0.0036730945821854912,1089.0
0.125,0.65,7468.0,0.509775040171398,0.7335152341973624,0.7251243781094527,0.7293198061534076,0.6501071237279057,0.7299711058576307,0.5776201733648542,0.4223798266351458,0.125,0.65,3807.0,2199.0,1608.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.234467059453669,0.3710175068091322,0.6319568622789792,2199.0,1608.0,3807.0,0.509775040171398,0.7299711058576307,4825.0,0.5755440414507772,0.9992797983435362,2777.0,2643.0,0.38970866439651913,0.003883495145631068,1030.0
0.125,0.675,7468.0,0.5002678093197643,0.7362840018441679,0.7262284620293554,0.7312562319367617,0.6501071237279057,0.732066381156317,0.5805674518201285,0.4194325481798715,0.125,0.675,3736.0,2169.0,1567.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.23219068023567224,0.3661127757154154,0.6342053477427877,2169.0,1567.0,3736.0,0.5002678093197643,0.732066381156317,4825.0,0.5664248704663213,0.9992682034394438,2733.0,2643.0,0.3794930003783579,0.003988035892323031,1003.0
0.125,0.7,7468.0,0.4969201928227102,0.7353077279037482,0.727741935483871,0.7315248316938097,0.6501071237279057,0.732147669091889,0.5823228240366478,0.4176771759633522,0.125,0.7,3711.0,2161.0,1550.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2307177289769684,0.364830415293011,0.6323971886819498,2161.0,1550.0,3711.0,0.4969201928227102,0.732147669091889,4825.0,0.5626943005181347,0.9992633517495396,2715.0,2643.0,0.376844494892168,0.004016064257028112,996.0
