feature,gain,split
sl_agg_sell_trade_cluster_score_3s,16.314595501863298,0.0
body_pct_1_lag12,16.25102041462288,0.0
sl_price_impact_proxy_5s,16.245028117643095,0.0
sl_mirror_vwap_dist_10s,16.240530138579476,0.0
relative_volume_5_delta_3,16.235454648033777,0.0
sl_mirror_relative_trade_count_5s,16.233916149220853,0.0
htf_close_z_15m_lag1,16.195648874255138,0.0
efficiency_5,16.170280484033178,0.0
volume_z_5_delta_3,16.15062702037855,0.0
prev_bar_taker_buy_volume_lag3,16.130238978465005,0.0
sl_agg_sell_trade_cluster_score_10s,16.119469261378455,0.0
bd_log_total_notional_2p,16.07594283493768,0.0
wick_imbalance_5,16.020393073131455,0.0
volume_z_3_mean_gap_24,16.015493244827706,0.0
sl_return_10s,16.01393474675132,0.0
ret_close_z_product__ret_15__close_z_5,15.980407866378364,0.0
relative_volume_5_lag3,15.953005875260562,0.0
bd_log_total_notional_5p_mean_5m,15.87131773807816,0.0
rv_3_delta_6,15.790657428676425,0.0
ret_volume_z_product__ret_5__volume_z_20,15.789633642401569,0.0
sl_mirror_efficiency_30s,15.754838995616833,0.0
htf_rv_15m_delta_6,15.739616330011497,0.0
htf_efficiency_15m_delta_3,15.725103227565086,0.0
sl_mirror_efficiency_5s,15.70018793416728,0.0
rv_5_delta_1,15.669657347924149,0.0
context_ret_product__max_down_ret_5__ret_5,15.635494832748263,0.0
taker_imbalance_slope,15.616893521299133,0.0
context_ret_product__wick_pressure_1__ret_15,15.555515525706419,0.0
wick_pressure_1_rolling_z_12,15.545604257283838,0.0
sl_slope_10s_minus_slope_60s,15.541445755510075,0.0
close_z_3_delta_1,15.537537826051878,0.0
context_ret_product__clv_1__ret_5,15.502170692134964,0.0
relative_volume_term_spread__relative_volume_3__relative_volume_5,15.486326722361063,0.0
sl_trade_count_z_60s,15.47205214373093,0.0
context_ret_product__max_up_ret_5__ret_5,15.35736068392917,0.0
wick_pressure_1_mean_gap_6,15.354156140337242,0.0
rv_30_rolling_z_24,15.338666958042483,0.0
legal_prev_relative_trade_count_10,15.332848182923183,0.0
volume_z_term_spread__volume_z_3__volume_z_5,15.317982506018183,0.0
sl_log_return_3s,15.305258749037389,0.0
relative_volume_term_ratio__relative_volume_10__relative_volume_20,15.233563737636157,0.0
sl_return_30s_lag30s,15.227103617536693,0.0
sl_agg_p90_trade_size_10s,15.165139543686857,0.0
sl_taker_imbalance_30s_lag3s,15.135512610518944,0.0
sl_taker_sell_volume_10s,15.134061681356503,0.0
regime_trend_strength,15.026549878989018,0.0
