bin_index,limit_price,empirical_gc,mean_h2_gc
3,0.16,0.10204081632653061,0.16876037418842316
3,0.17,0.12244897959183673,0.18101388216018677
3,0.18,0.14285714285714285,0.19587792456150055
3,0.19,0.15306122448979592,0.20586428046226501
3,0.2,0.15306122448979592,0.2197435200214386
3,0.21,0.16326530612244897,0.232627272605896
3,0.22,0.17346938775510204,0.24248839914798737
3,0.23,0.20408163265306123,0.2537226974964142
3,0.24,0.22448979591836735,0.2639271020889282
3,0.25,0.23469387755102042,0.2801048457622528
3,0.26,0.25510204081632654,0.29637643694877625
3,0.27,0.2653061224489796,0.3082989752292633
3,0.28,0.2653061224489796,0.3194759786128998
3,0.29,0.2755102040816326,0.3332464396953583
3,0.3,0.2857142857142857,0.3509760797023773
3,0.31,0.29591836734693877,0.3622583746910095
3,0.32,0.3163265306122449,0.3766506612300873
3,0.33,0.32653061224489793,0.3940030336380005
3,0.34,0.336734693877551,0.41615426540374756
3,0.35,0.37755102040816324,0.4426157772541046
3,0.36,0.40816326530612246,0.46111059188842773
3,0.37,0.4387755102040816,0.48146501183509827
3,0.38,0.4489795918367347,0.4982675313949585
3,0.39,0.47959183673469385,0.5147221684455872
3,0.4,0.5102040816326531,0.5472429990768433
3,0.41,0.5102040816326531,0.5717597007751465
3,0.42,0.5204081632653061,0.5897794961929321
3,0.43,0.5306122448979592,0.6092724800109863
3,0.44,0.5306122448979592,0.6348137259483337
3,0.45,0.5408163265306123,0.6609411239624023
3,0.46,0.5816326530612245,0.6860610842704773
3,0.47,0.6530612244897959,0.7120159864425659
3,0.48,0.673469387755102,0.7340758442878723
3,0.49,0.6836734693877551,0.7552146911621094
3,0.5,0.7448979591836735,0.7816507816314697
3,0.51,0.7857142857142857,0.8047488331794739
3,0.52,0.8061224489795918,0.8285295367240906
3,0.53,0.8163265306122449,0.8490714430809021
3,0.54,0.8469387755102041,0.8661223649978638
3,0.55,0.8571428571428571,0.889854371547699
3,0.56,0.8775510204081632,0.9074550271034241
3,0.57,0.9183673469387755,0.9202756881713867
3,0.58,0.9591836734693877,0.9342209696769714
3,0.59,0.9591836734693877,0.9495678544044495
3,0.6,0.9693877551020408,0.9597691297531128
3,0.61,0.9693877551020408,0.9680681228637695
3,0.62,0.9795918367346939,0.9744665026664734
3,0.63,0.9897959183673469,0.9797501564025879
3,0.64,1.0,0.9849189519882202
3,0.65,1.0,0.9887956976890564
3,0.66,1.0,0.9920448064804077
3,0.67,1.0,0.9940422773361206
3,0.68,1.0,0.9948832988739014
3,0.69,1.0,0.996082067489624
3,0.7,1.0,0.9972414374351501
3,0.71,1.0,0.9978118538856506
3,0.72,1.0,0.9981386065483093
3,0.73,1.0,0.9987244009971619
3,0.74,1.0,0.9989929795265198
3,0.75,1.0,0.9993177056312561
3,0.76,1.0,0.9994564652442932
3,0.77,1.0,0.9995928406715393
3,0.78,1.0,0.9997341632843018
3,0.79,1.0,0.9998306035995483
3,0.8,1.0,0.9998847842216492
3,0.81,1.0,0.9999253153800964
3,0.82,1.0,0.9999673962593079
3,0.83,1.0,0.999980628490448
