feature,gain,split
prev_bar_taker_net_quote_volume,7.983310222625732,1
clv_1_mean_gap_6,7.958660125732422,1
sl_book_imbalance_change_10s,7.907370090484619,1
sl_signed_dollar_flow_delta_10s,7.8436198234558105,1
volume_below_rolling_p20_share_20_lag1,7.806149959564209,1
rv_5_delta_3,7.708759784698486,1
prev_bar_taker_buy_ratio_lag1,7.591469764709473,1
ret_volume_z_product__ret_1__volume_z_20,7.486670017242432,1
volume_z_3_delta_1,7.337709903717041,1
volume_z_term_spread__volume_z_3__volume_z_10,7.255390167236328,1
close_z_5_rolling_z_12,7.08942985534668,1
sl_large_sell_trade_count_60s,7.040480136871338,1
rv_term_spread__rv_3__rv_5,6.922860145568848,1
rv_3_mean_gap_6,6.539760112762451,1
dollar_vol_mean_5_delta_6,6.3351898193359375,1
prev_bar_trade_count_lag12,6.312119960784912,1
sl_interaction__sl_mirror_ret_5s__div__sl_taker_imbalance_30s,6.0004801750183105,1
ret_3_lag6,5.871270179748535,1
sl_signed_dollar_flow_delta_5s,5.718400001525879,1
ret_3_rolling_z_12,5.666659832000732,1
rv_term_spread__rv_3__rv_30,4.615670204162598,1
sl_max_abs_return_30s,4.197800159454346,1
sl_rv_1s,0.0,0
sl_rvar_1s,0.0,0
sl_mean_abs_return_1s,0.0,0
sl_max_abs_return_1s,0.0,0
sl_range_1s,0.0,0
sl_return_3s,0.0,0
sl_rvar_3s,0.0,0
sl_mean_abs_return_3s,0.0,0
sl_max_abs_return_3s,0.0,0
sl_return_5s,0.0,0
sl_log_return_5s,0.0,0
sl_rv_5s,0.0,0
sl_rvar_5s,0.0,0
sl_mean_abs_return_5s,0.0,0
sl_range_5s,0.0,0
sl_return_10s,0.0,0
sl_log_return_10s,0.0,0
sl_rv_10s,0.0,0
sl_rvar_10s,0.0,0
sl_mean_abs_return_10s,0.0,0
sl_max_abs_return_10s,0.0,0
sl_range_10s,0.0,0
sl_return_15s,0.0,0
sl_log_return_15s,0.0,0
sl_rv_15s,0.0,0
sl_rvar_15s,0.0,0
sl_mean_abs_return_15s,0.0,0
sl_max_abs_return_15s,0.0,0
sl_range_15s,0.0,0
sl_return_30s,0.0,0
sl_log_return_30s,0.0,0
sl_rvar_30s,0.0,0
sl_range_30s,0.0,0
sl_return_60s,0.0,0
sl_log_return_60s,0.0,0
sl_rv_60s,0.0,0
sl_rvar_60s,0.0,0
sl_max_abs_return_60s,0.0,0
sl_range_60s,0.0,0
sl_return_120s,0.0,0
sl_log_return_120s,0.0,0
sl_rv_120s,0.0,0
sl_rvar_120s,0.0,0
sl_max_abs_return_120s,0.0,0
sl_range_120s,0.0,0
sl_return_300s,0.0,0
sl_log_return_300s,0.0,0
sl_rv_300s,0.0,0
sl_rvar_300s,0.0,0
sl_mean_abs_return_300s,0.0,0
sl_max_abs_return_300s,0.0,0
sl_price_slope_5s,0.0,0
sl_log_price_slope_5s,0.0,0
sl_price_slope_10s,0.0,0
sl_log_price_slope_10s,0.0,0
sl_price_slope_30s,0.0,0
sl_log_price_slope_30s,0.0,0
sl_price_slope_60s,0.0,0
sl_log_price_slope_60s,0.0,0
sl_return_5s_minus_60s,0.0,0
sl_return_10s_minus_60s,0.0,0
